gene1,gene2,error,error_type,timestamp
EREG,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:55.436003
EREG,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:55.553461
EREG,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:57.243597
EREG,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:57.362766
EREG,MTX3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:57.483313
EREG,MYC,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:58.123312
EREG,NR3C1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:58.764863
EREG,NR5A2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:58.884007
EREG,NRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:59.002411
EREG,NTN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:25:59.120051
EREG,PSG1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:00.556650
EREG,RAB6A,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:01.470984
EREG,SERTAD2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:01.858367
EREG,SPA17,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:03.825577
EREG,SSBP4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:03.941310
EREG,ST13,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:04.054629
EREG,TBX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:04.434268
EREG,TGFB1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:04.790418
EREG,TGFBR3L,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:04.901077
EREG,TYRP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:07.331277
EREG,USP7,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:07.713325
EREG,VEGFD,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:07.834660
EREG,VIM,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:07.955108
ESR1,F3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:08.625032
ESR1,FCGR1A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:08.743927
ESR1,FGFR2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:08.864530
ESR1,FGFR4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:08.986545
ESR1,FLT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:09.114536
ESR1,FLT3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:09.241276
ESR1,FZD10,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:09.424150
ESR1,FZD7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:09.544992
ESR1,GFRA1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:09.681160
ESR1,GPR78,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:09.809451
ESR1,GPRC5D,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:09.923462
ESR1,HAVCR1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.036230
ESR1,HLA-A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.144682
ESR1,HLA-DRA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.267511
ESR1,HLA-DRB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.388816
ESR1,IGF1R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.531391
ESR1,IL2RA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.653375
ESR1,IL7R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.763228
ESR1,ITGA10,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:10.882138
ESR1,ITGA2B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.001238
ESR1,ITGAE,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.124111
ESR1,ITGB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.246804
ESR1,ITGB5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.359379
ESR1,ITGB8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.470188
ESR1,KDR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.586785
ESR1,LAMP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.750394
ESR1,LSR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:11.893422
ESR1,MCAM,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.053027
ESR1,MICA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.166997
ESR1,MICB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.280915
ESR1,MRC1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.395670
ESR1,MSLN,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.505602
ESR1,MST1R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.614402
ESR1,MUC13,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.778573
ESR1,MUC17,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:12.886226
ESR1,NCAM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.018802
ESR1,NOTCH3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.128947
ESR1,P2RX7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.314775
ESR1,PDGFRB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.422978
ESR1,PLAUR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.540465
ESR1,PRNP,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.658821
ESR1,PROM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.787746
ESR1,PTGER1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:13.928485
ESR1,PTGER2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.046406
ESR1,PTPRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.161775
ESR1,RYK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.299164
ESR1,SLAMF6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.425544
ESR1,SLAMF7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.541044
ESR1,SLC2A7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.660840
ESR1,SLC39A6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.772597
ESR1,SLC7A11,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:14.881126
ESR1,SNCA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.008232
ESR1,SORT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.116983
ESR1,STEAP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.294861
ESR1,TFRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.439003
ESR1,THY1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.599947
ESR1,TIGIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.711433
ESR1,TMEFF2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.819311
ESR1,TNFRSF10B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:15.929970
ESR1,TNFRSF12A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.043299
ESR1,TNFRSF18,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.161997
ESR1,TNFRSF4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.274157
ESR1,CD40,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.389327
ESR1,TNFSF12,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.499829
ESR1,ULBP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.633975
ESR1,VPREB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.813274
ESR1,VTCN1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:16.929606
F2,F3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.041077
F2,FCGR1A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.155905
F2,FGFR2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.267578
F2,FGFR4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.394089
F2,FLT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.513930
F2,FLT3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.634166
F2,FZD10,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.816089
F2,FZD7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:17.940050
F2,GFRA1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.083669
F2,GPR78,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.225433
F2,GPRC5D,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.352802
F2,HAVCR1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.469596
F2,HLA-A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.594383
F2,HLA-DRA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.718134
F2,HLA-DRB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.832725
F2,IGF1R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:18.971327
F2,IL2RA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.090858
F2,IL7R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.207494
F2,ITGA10,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.321141
F2,ITGA2B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.436316
F2,ITGAE,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.546226
F2,ITGB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.658241
F2,ITGB5,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.777793
F2,ITGB8,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:19.909839
F2,KDR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.025460
F2,LAMP1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.181380
F2,LSR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.318456
F2,MCAM,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.476257
F2,MICA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.591004
F2,MICB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.723081
F2,MRC1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.838343
F2,MSLN,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:20.950759
F2,MST1R,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:21.062097
F2,MUC13,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:21.234125
F2,MUC17,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:21.354389
F2,NCAM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:21.485557
F2,NOTCH3,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:21.600685
F2,P2RX7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:21.794187
F2,PDGFRB,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:21.907649
F2,PLAUR,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.019372
F2,PRNP,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.129948
F2,PROM1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.244016
F2,PTGER1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.379389
F2,PTGER2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.489575
F2,PTPRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.598681
F2,RYK,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.725287
F2,SLAMF6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.857961
F2,SLAMF7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:22.967204
F2,SLC2A7,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.076065
F2,SLC39A6,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.186715
F2,SLC7A11,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.310868
F2,SNCA,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.435770
F2,SORT1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.544518
F2,STEAP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.714346
F2,TFRC,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.844120
F2,THY1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:23.999904
F2,TIGIT,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.114279
F2,TMEFF2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.233644
F2,TNFRSF10B,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.346145
F2,TNFRSF12A,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.460266
F2,TNFRSF18,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.579337
F2,TNFRSF4,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.692423
F2,CD40,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.800719
F2,TNFSF12,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:24.911809
F2,ULBP2,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:25.046261
F2,VPREB1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:25.229299
F2,VTCN1,Missing required columns: ['target_expression'],ValueError,2025-09-30T20:26:25.346332
F3,FN1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:26.784996
F3,FTMT,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:26.905455
F3,FUT4,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:27.019616
F3,GCNT1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:27.650090
F3,GPC2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:28.039951
F3,HRAS,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:29.691841
F3,KEAP1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:32.421249
F3,KLK3,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:32.538304
F3,LGALS3BP,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:32.920039
F3,LY6G6D,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:33.299029
F3,LY75-CD302,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:33.413330
F3,MTX1,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:35.095938
F3,MTX2,Missing required columns: ['partner_expression'],ValueError,2025-09-30T20:26:35.214279
